time,cumulativeEmpty,cumulativeBatchingIdleReward,batchingIdleTime,batchingIdleFraction
90.5,4.55,62.2,31.1,0.3436464088397790055248618784530387
90.6,4.55,62.2,31.1,0.3432671081677704194260485651214128
90.7,4.55,62.2,31.1,0.3428886438809261300992282249173098
90.8,4.55,62.2,31.1,0.3425110132158590308370044052863436
90.9,4.55,62.2,31.1,0.3421342134213421342134213421342134
91.0,4.55,62.2,31.1,0.3417582417582417582417582417582418
91.1,4.55,62.2,31.1,0.3413830954994511525795828759604830
91.2,4.55,62.2,31.1,0.3410087719298245614035087719298246
91.3,4.55,62.2,31.1,0.3406352683461117196056955093099671
91.4,4.55,62.2,31.1,0.3402625820568927789934354485776805
91.5,4.55,62.2,31.1,0.3398907103825136612021857923497268
91.6,4.55,62.2,31.1,0.3395196506550218340611353711790393
91.7,4.55,62.2,31.1,0.3391494002181025081788440567066521
91.8,4.55,62.2,31.1,0.3387799564270152505446623093681917
91.9,4.55,62.2,31.1,0.3384113166485310119695321001088139
92.0,4.55,62.2,31.1,0.3380434782608695652173913043478261
92.1,4.55,62.2,31.1,0.3376764386536373507057546145494028
92.2,4.55,62.2,31.1,0.3373101952277657266811279826464208
92.3,4.55,62.2,31.1,0.3369447453954496208017334777898158
92.4,4.55,62.2,31.1,0.3365800865800865800865800865800866
92.5,4.55,62.2,31.1,0.3362162162162162162162162162162162
92.6,4.55,62.2,31.1,0.3358531317494600431965442764578834
92.7,4.55,62.2,31.1,0.3354908306364617044228694714131607
92.8,4.55,62.2,31.1,0.3351293103448275862068965517241379
92.9,4.55,62.2,31.1,0.3347685683530678148546824542518837
93.0,4.55,62.2,31.1,0.3344086021505376344086021505376344
93.1,4.55,62.2,31.1,0.3340494092373791621911922663802363
93.2,4.55,62.2,31.1,0.3336909871244635193133047210300429
93.3,4.55,62.2,31.1,0.3333333333333333333333333333333333
93.4,4.55,62.2,31.1,0.3329764453961456102783725910064240
93.5,4.55,62.2,31.1,0.3326203208556149732620320855614973
93.6,4.55,62.2,31.1,0.3322649572649572649572649572649573
93.7,4.55,62.2,31.1,0.3319103521878335112059765208110993
93.8,4.55,62.2,31.1,0.3315565031982942430703624733475480
93.9,4.55,62.2,31.1,0.3312034078807241746538871139510117
94.0,4.55,62.2,31.1,0.3308510638297872340425531914893617
94.1,4.55,62.2,31.1,0.3304994686503719447396386822529224
94.2,4.55,62.2,31.1,0.3301486199575371549893842887473461
94.3,4.55,62.2,31.1,0.3297985153764581124072110286320255
94.4,4.55,62.2,31.1,0.3294491525423728813559322033898305
94.5,4.55,62.2,31.1,0.3291005291005291005291005291005291
94.6,4.55,62.2,31.1,0.3287526427061310782241014799154334
94.7,4.55,62.2,31.1,0.3284054910242872228088701161562830
94.8,4.55,62.2,31.1,0.3280590717299578059071729957805907
94.9,4.55,62.2,31.1,0.3277133825079030558482613277133825
95.0,4.55,62.2,31.1,0.3273684210526315789473684210526316
95.1,4.55,62.2,31.1,0.3270241850683491062039957939011567
95.2,4.55,62.2,31.1,0.3266806722689075630252100840336134
95.3,4.55,62.2,31.1,0.3263378803777544596012591815320042
95.4,4.55,62.2,31.1,0.3259958071278825995807127882599581
95.5,4.55,62.2,31.1,0.3256544502617801047120418848167539
95.6,4.55,62.2,31.1,0.3253138075313807531380753138075314
95.7,4.55,62.2,31.1,0.3249738766980146290491118077324974
95.8,4.55,62.2,31.1,0.3246346555323590814196242171189979
95.9,4.55,62.2,31.1,0.3242961418143899895724713242961418
96.0,4.55,62.2,31.1,0.3239583333333333333333333333333333
96.1,4.55,62.2,31.1,0.3236212278876170655567117585848075
96.2,4.55,62.2,31.1,0.3232848232848232848232848232848233
96.3,4.55,62.2,31.1,0.3229491173416407061266874350986501
96.4,4.55,62.2,31.1,0.3226141078838174273858921161825726
96.5,4.55,62.2,31.1,0.3222797927461139896373056994818653
96.6,4.55,62.2,31.1,0.3219461697722567287784679089026915
96.7,4.55,62.2,31.1,0.3216132368148914167528438469493278
96.8,4.55,62.2,31.1,0.3212809917355371900826446280991736
96.9,4.55,62.2,31.1,0.3209494324045407636738906088751290
97.0,4.55,62.2,31.1,0.3206185567010309278350515463917526
97.1,4.55,62.2,31.1,0.3202883625128733264675592173017508
97.2,4.55,62.2,31.1,0.3199588477366255144032921810699588
97.3,4.55,62.2,31.1,0.3196300102774922918807810894141829
97.4,4.55,62.2,31.1,0.3193018480492813141683778234086242
97.5,4.55,62.2,31.1,0.3189743589743589743589743589743590
97.6,4.55,62.2,31.1,0.3186475409836065573770491803278689
97.7,4.55,62.2,31.1,0.3183213920163766632548618219037871
97.8,4.55,62.2,31.1,0.3179959100204498977505112474437628
97.9,4.55,62.2,31.1,0.3176710929519918283963227783452503
98.0,4.55,62.2,31.1,0.3173469387755102040816326530612245
98.1,4.55,62.2,31.1,0.3170234454638124362895005096839959
98.2,4.55,62.2,31.1,0.3167006109979633401221995926680244
98.3,4.55,62.2,31.1,0.3163784333672431332655137334689725
98.4,4.55,62.2,31.1,0.3160569105691056910569105691056911
98.5,4.55,62.2,31.1,0.3157360406091370558375634517766497
98.6,4.55,62.2,31.1,0.3154158215010141987829614604462475
98.7,4.55,62.2,31.1,0.3150962512664640324214792299898683
98.8,4.55,62.3,31.15,0.3152834008097165991902834008097166
98.9,4.55,62.5,31.25,0.3159757330637007077856420626895854
99.0,4.55,62.7,31.35,0.3166666666666666666666666666666667
99.1,4.55,62.9,31.45,0.3173562058526740665993945509586276
99.2,4.55,63.1,31.55,0.3180443548387096774193548387096774
99.3,4.55,63.3,31.65,0.3187311178247734138972809667673716
99.4,4.55,63.5,31.75,0.3194164989939637826961770623742455
99.5,4.55,63.7,31.85,0.3201005025125628140703517587939698
99.6,4.55,63.9,31.95,0.3207831325301204819277108433734940
99.7,4.55,64.1,32.05,0.3214643931795386158475426278836510
99.8,4.55,64.3,32.15,0.3221442885771543086172344689378758
99.9,4.55,64.5,32.25,0.3228228228228228228228228228228228
100.0,4.55,64.7,32.35,0.3235
100.1,4.55,64.9,32.45,0.3241758241758241758241758241758242
100.2,4.55,65.1,32.55,0.3248502994011976047904191616766467
100.3,4.55,65.3,32.65,0.3255234297108673978065802592223330
100.4,4.55,65.5,32.75,0.3261952191235059760956175298804781
100.5,4.55,65.7,32.85,0.3268656716417910447761194029850746
100.6,4.55,65.9,32.95,0.3275347912524850894632206759443340
100.7,4.55,66.1,33.05,0.3282025819265143992055610724925521
100.8,4.55,66.3,33.15,0.3288690476190476190476190476190476
100.9,4.55,66.5,33.25,0.3295341922695738354806739345887017
101.0,4.55,66.7,33.35,0.3301980198019801980198019801980198
101.1,4.55,66.9,33.45,0.3308605341246290801186943620178042
101.2,4.55,67.1,33.55,0.3315217391304347826086956521739130
101.3,4.55,67.3,33.65,0.3321816386969397828232971372161895
101.4,4.55,67.5,33.75,0.3328402366863905325443786982248521
101.5,4.55,67.7,33.85,0.3334975369458128078817733990147783
101.6,4.55,67.9,33.95,0.3341535433070866141732283464566929
101.7,4.55,68.1,34.05,0.3348082595870206489675516224188791
101.8,4.55,68.3,34.15,0.3354616895874263261296660117878193
101.9,4.55,68.5,34.25,0.3361138370951913640824337585868499
102.0,4.55,68.7,34.35,0.3367647058823529411764705882352941
102.1,4.55,68.9,34.45,0.3374142997061704211557296767874633
102.2,4.55,69.1,34.55,0.3380626223091976516634050880626223
102.3,4.55,69.3,34.65,0.3387096774193548387096774193548387
102.4,4.55,69.5,34.75,0.33935546875
102.5,4.55,69.7,34.85,0.34
102.6,4.55,69.9,34.95,0.3406432748538011695906432748538012
102.7,4.55,70.1,35.05,0.3412852969814995131450827653359299
102.8,4.55,70.3,35.15,0.3419260700389105058365758754863813
102.9,4.55,70.5,35.25,0.3425655976676384839650145772594752
103.0,4.55,70.7,35.35,0.3432038834951456310679611650485437
103.1,4.55,70.9,35.45,0.3438409311348205625606207565470417
103.2,4.55,71.1,35.55,0.3444767441860465116279069767441860
103.3,4.55,71.3,35.65,0.3451113262342691190706679574056147
103.4,4.55,71.5,35.75,0.3457446808510638297872340425531915
103.5,4.55,71.7,35.85,0.3463768115942028985507246376811594
103.6,4.55,71.9,35.95,0.3470077220077220077220077220077220
103.7,4.55,72.1,36.05,0.3476374156219864995178399228543877
103.8,4.55,72.3,36.15,0.3482658959537572254335260115606936
103.9,4.55,72.5,36.25,0.3488931665062560153994225216554379
104.0,4.55,72.7,36.35,0.3495192307692307692307692307692308
104.1,4.55,72.9,36.45,0.3501440922190201729106628242074928
104.2,4.55,73.1,36.55,0.3507677543186180422264875239923225
104.3,4.55,73.3,36.65,0.3513902205177372962607861936720997
104.4,4.55,73.5,36.75,0.3520114942528735632183908045977011
104.5,4.55,73.7,36.85,0.3526315789473684210526315789473684
104.6,4.55,73.9,36.95,0.3532504780114722753346080305927342
104.7,4.55,74.1,37.05,0.3538681948424068767908309455587393
104.8,4.55,74.3,37.15,0.3544847328244274809160305343511450
104.9,4.55,74.5,37.25,0.3551000953288846520495710200190658
105.0,4.55,74.7,37.35,0.3557142857142857142857142857142857
105.1,4.55,74.9,37.45,0.3563273073263558515699333967649857
105.2,4.55,75.1,37.55,0.3569391634980988593155893536121673
105.3,4.55,75.3,37.65,0.3575498575498575498575498575498575
105.4,4.55,75.5,37.75,0.3581593927893738140417457305502846
105.5,4.55,75.7,37.85,0.3587677725118483412322274881516588
105.6,4.55,75.9,37.95,0.359375
105.7,4.55,76.1,38.05,0.3599810785241248817407757805108798
105.8,4.55,76.3,38.15,0.3605860113421550094517958412098299
105.9,4.55,76.5,38.25,0.3611898016997167138810198300283286
106.0,4.55,76.7,38.35,0.3617924528301886792452830188679245
106.1,4.60,76.8,38.4,0.3619227144203581526861451460885957
106.2,4.70,76.8,38.4,0.3615819209039548022598870056497175
106.3,4.80,76.8,38.4,0.3612417685794920037629350893697084
106.4,4.90,76.8,38.4,0.3609022556390977443609022556390977
106.5,5.00,76.8,38.4,0.3605633802816901408450704225352113
106.6,5.10,76.8,38.4,0.3602251407129455909943714821763602
106.7,5.20,76.8,38.4,0.3598875351452671040299906279287723
106.8,5.30,76.8,38.4,0.3595505617977528089887640449438202
106.9,5.40,76.8,38.4,0.3592142188961646398503274087932647
107.0,5.50,76.8,38.4,0.3588785046728971962616822429906542
107.1,5.60,76.8,38.4,0.3585434173669467787114845938375350
107.2,5.70,76.8,38.4,0.3582089552238805970149253731343284
107.3,5.80,76.8,38.4,0.3578751164958061509785647716682199
107.4,5.90,76.8,38.4,0.3575418994413407821229050279329609
107.5,5.95,76.8,38.4,0.3572093023255813953488372093023256
107.6,5.95,76.8,38.4,0.3568773234200743494423791821561338
107.7,5.95,76.8,38.4,0.3565459610027855153203342618384401
107.8,5.95,76.8,38.4,0.3562152133580705009276437847866419
107.9,5.95,76.8,38.4,0.3558850787766450417052826691380908
108.0,5.95,76.8,38.4,0.3555555555555555555555555555555556
108.1,5.95,76.8,38.4,0.3552266419981498612395929694727105
108.2,5.95,76.8,38.4,0.3548983364140480591497227356746765
108.3,5.95,76.8,38.4,0.3545706371191135734072022160664820
108.4,5.95,76.8,38.4,0.3542435424354243542435424354243542
108.5,5.95,76.8,38.4,0.3539170506912442396313364055299539
108.6,5.95,76.8,38.4,0.3535911602209944751381215469613260
108.7,5.95,76.8,38.4,0.3532658693652253909843606255749770
108.8,5.95,76.8,38.4,0.3529411764705882352941176470588235
108.9,5.95,76.8,38.4,0.3526170798898071625344352617079890
109.0,5.95,76.8,38.4,0.3522935779816513761467889908256881
109.1,5.95,76.8,38.4,0.3519706691109074243813015582034830
109.2,5.95,76.8,38.4,0.3516483516483516483516483516483516
109.3,5.95,76.8,38.4,0.3513266239707227813357731015553522
109.4,5.95,76.8,38.4,0.3510054844606946983546617915904936
109.5,5.95,76.8,38.4,0.3506849315068493150684931506849315
109.6,5.95,76.8,38.4,0.3503649635036496350364963503649635
109.7,5.95,76.8,38.4,0.3500455788514129443938012762078396
109.8,5.95,76.8,38.4,0.3497267759562841530054644808743169
109.9,5.95,76.8,38.4,0.3494085532302092811646951774340309
110.0,5.95,76.8,38.4,0.3490909090909090909090909090909091
110.1,5.95,76.8,38.4,0.3487738419618528610354223433242507
110.2,5.95,76.8,38.4,0.3484573502722323049001814882032668
110.3,5.95,76.8,38.4,0.3481414324569356300997280145058930
110.4,5.95,76.8,38.4,0.3478260869565217391304347826086957
110.5,5.95,76.8,38.4,0.3475113122171945701357466063348416
110.6,5.95,76.8,38.4,0.3471971066907775768535262206148282
110.7,5.95,76.8,38.4,0.3468834688346883468834688346883469
110.8,5.95,76.8,38.4,0.3465703971119133574007220216606498
110.9,5.95,76.8,38.4,0.3462578899909828674481514878268711
111.0,5.95,76.8,38.4,0.3459459459459459459459459459459459
111.1,5.95,76.8,38.4,0.3456345634563456345634563456345635
111.2,5.95,76.8,38.4,0.3453237410071942446043165467625899
111.3,5.95,76.8,38.4,0.3450134770889487870619946091644205
111.4,5.95,76.8,38.4,0.3447037701974865350089766606822262
111.5,5.95,76.8,38.4,0.3443946188340807174887892376681614
111.6,5.95,76.8,38.4,0.3440860215053763440860215053763441
111.7,5.95,76.8,38.4,0.3437779767233661593554162936436885
111.8,5.95,76.8,38.4,0.3434704830053667262969588550983900
111.9,5.95,76.8,38.4,0.3431635388739946380697050938337802
112.0,5.95,76.8,38.4,0.3428571428571428571428571428571429
112.1,5.95,76.8,38.4,0.3425512934879571810883140053523640
112.2,5.95,76.8,38.4,0.3422459893048128342245989304812834
112.3,5.95,76.8,38.4,0.3419412288512911843276936776491541
112.4,5.95,76.8,38.4,0.3416370106761565836298932384341637
112.5,5.95,76.8,38.4,0.3413333333333333333333333333333333
112.6,5.95,76.8,38.4,0.3410301953818827708703374777975133
112.7,5.95,76.8,38.4,0.3407275953859804791481810115350488
112.8,5.95,76.8,38.4,0.3404255319148936170212765957446809
112.9,5.95,76.8,38.4,0.3401240035429583702391496899911426
113.0,5.95,76.8,38.4,0.3398230088495575221238938053097345
113.1,5.95,76.8,38.4,0.3395225464190981432360742705570292
113.2,5.95,76.8,38.4,0.3392226148409893992932862190812721
113.3,5.95,76.8,38.4,0.3389232127096204766107678729037952
113.4,5.95,76.8,38.4,0.3386243386243386243386243386243386
113.5,5.95,76.8,38.4,0.3383259911894273127753303964757709
113.6,5.95,76.8,38.4,0.3380281690140845070422535211267606
113.7,5.95,76.8,38.4,0.3377308707124010554089709762532982
113.8,5.95,76.8,38.4,0.3374340949033391915641476274165202
113.9,5.95,76.8,38.4,0.3371378402107111501316944688323090
114.0,5.95,76.8,38.4,0.3368421052631578947368421052631579
114.1,5.95,76.8,38.4,0.3365468886941279579316389132340053
114.2,5.95,76.8,38.4,0.3362521891418563922942206654991243
114.3,5.95,76.8,38.4,0.3359580052493438320209973753280840
114.4,5.95,76.8,38.4,0.3356643356643356643356643356643357
114.5,5.95,76.8,38.4,0.3353711790393013100436681222707424
114.6,5.95,76.8,38.4,0.3350785340314136125654450261780105
114.7,5.95,76.8,38.4,0.3347863993025283347863993025283348
114.8,5.95,76.8,38.4,0.3344947735191637630662020905923345
114.9,5.95,76.8,38.4,0.3342036553524804177545691906005222
115.0,5.95,76.8,38.4,0.3339130434782608695652173913043478
115.1,5.95,76.8,38.4,0.3336229365768896611642050390964379
115.2,5.95,76.8,38.4,0.3333333333333333333333333333333333
115.3,5.95,76.8,38.4,0.3330442324371205550737207285342585
115.4,5.95,76.8,38.4,0.3327556325823223570190641247833622
115.5,5.95,76.8,38.4,0.3324675324675324675324675324675325
115.6,5.95,76.8,38.4,0.3321799307958477508650519031141869
115.7,5.95,76.8,38.4,0.3318928262748487467588591184096802
115.8,5.95,76.8,38.4,0.3316062176165803108808290155440415
115.9,5.95,76.8,38.4,0.3313201035375323554788610871440897
116.0,5.95,76.8,38.4,0.3310344827586206896551724137931034
116.1,5.95,76.8,38.4,0.3307493540051679586563307493540052
116.2,5.95,76.8,38.4,0.3304647160068846815834767641996558
116.3,5.95,76.8,38.4,0.3301805674978503869303525365434222
116.4,5.95,76.8,38.4,0.3298969072164948453608247422680412
116.5,5.95,76.8,38.4,0.3296137339055793991416309012875536
116.6,5.95,76.8,38.4,0.3293310463121783876500857632933105
116.7,5.95,76.8,38.4,0.3290488431876606683804627249357326
116.8,5.95,76.8,38.4,0.3287671232876712328767123287671233
116.9,5.95,76.8,38.4,0.3284858853721129170230966638152267
117.0,5.95,76.8,38.4,0.3282051282051282051282051282051282
117.1,5.95,76.8,38.4,0.3279248505550811272416737830913749
117.2,5.95,76.8,38.4,0.3276450511945392491467576791808874
117.3,5.95,76.8,38.4,0.3273657289002557544757033248081841
117.4,5.95,76.8,38.4,0.3270868824531516183986371379897785
117.5,5.95,76.8,38.4,0.3268085106382978723404255319148936
117.6,5.95,76.8,38.4,0.3265306122448979591836734693877551
117.7,5.95,76.8,38.4,0.3262531860662701784197111299915038
117.8,5.95,76.8,38.4,0.3259762308998302207130730050933786
117.9,5.95,76.8,38.4,0.3256997455470737913486005089058524
118.0,5.95,76.8,38.4,0.3254237288135593220338983050847458
118.1,5.95,76.8,38.4,0.3251481795088907705334462320067739
118.2,5.95,76.8,38.4,0.3248730964467005076142131979695431
118.3,5.95,76.8,38.4,0.3245984784446322907861369399830938
118.4,5.95,76.8,38.4,0.3243243243243243243243243243243243
118.5,5.95,76.8,38.4,0.3240506329113924050632911392405063
118.6,5.95,76.8,38.4,0.3237774030354131534569983136593592
118.7,5.95,76.8,38.4,0.3235046335299073294018534119629318
118.8,5.95,76.8,38.4,0.3232323232323232323232323232323232
118.9,5.95,76.8,38.4,0.3229604709840201850294365012615643
119.0,5.95,76.8,38.4,0.3226890756302521008403361344537815
119.1,5.95,76.8,38.4,0.3224181360201511335012594458438287
119.2,5.95,76.8,38.4,0.3221476510067114093959731543624161
119.3,5.95,76.8,38.4,0.3218776194467728415758591785414920
119.4,5.95,76.8,38.4,0.3216080402010050251256281407035176
119.5,5.95,76.8,38.4,0.3213389121338912133891213389121339
119.6,5.95,76.8,38.4,0.3210702341137123745819397993311037
119.7,5.95,76.8,38.4,0.3208020050125313283208020050125313
119.8,5.95,76.8,38.4,0.3205342237061769616026711185308848
119.9,5.95,76.8,38.4,0.3202668890742285237698081734778982
120.0,5.95,76.8,38.4,0.32
120.1,5.95,76.8,38.4,0.3197335553705245628642797668609492
120.2,5.95,76.8,38.4,0.3194675540765391014975041597337770
120.3,5.95,76.9,38.45,0.3196176226101413133832086450540316
120.4,5.95,77.1,38.55,0.3201827242524916943521594684385382
120.5,5.95,77.3,38.65,0.3207468879668049792531120331950207
120.6,5.95,77.5,38.75,0.3213101160862354892205638474295191
120.7,5.95,77.7,38.85,0.3218724109362054681027340513670257
120.8,5.95,77.9,38.95,0.3224337748344370860927152317880795
120.9,5.95,78.1,39.05,0.3229942100909842845326716294458230
121.0,5.95,78.3,39.15,0.3235537190082644628099173553719008
121.1,5.95,78.5,39.25,0.3241123038810900082576383154417836
121.2,5.95,78.7,39.35,0.3246699669966996699669966996699670
121.3,5.95,78.9,39.45,0.3252267106347897774113767518549052
121.4,5.95,79.1,39.55,0.3257825370675453047775947281713344
121.5,5.95,79.3,39.65,0.3263374485596707818930041152263374
121.6,5.95,79.5,39.75,0.3268914473684210526315789473684211
121.7,5.95,79.7,39.85,0.3274445357436318816762530813475760
121.8,5.95,79.9,39.95,0.3279967159277504105090311986863711
121.9,5.95,80.1,40.05,0.3285479901558654634946677604593929
122.0,5.95,80.3,40.15,0.3290983606557377049180327868852459
122.1,5.95,80.5,40.25,0.3296478296478296478296478296478296
122.2,5.95,80.7,40.35,0.3301963993453355155482815057283142
122.3,5.95,80.9,40.45,0.3307440719542109566639411283728536
122.4,5.95,81.1,40.55,0.3312908496732026143790849673202614
122.5,5.95,81.3,40.65,0.3318367346938775510204081632653061
122.6,5.95,81.5,40.75,0.3323817292006525285481239804241436
122.7,5.95,81.7,40.85,0.3329258353708231458842705786471068
122.8,5.95,81.9,40.95,0.3334690553745928338762214983713355
122.9,5.95,82.1,41.05,0.3340113913751017087062652563059398
123.0,5.95,82.3,41.15,0.3345528455284552845528455284552846
123.1,5.95,82.5,41.25,0.3350934199837530463038180341186028
123.2,5.95,82.7,41.35,0.3356331168831168831168831168831169
123.3,5.95,82.9,41.45,0.3361719383617193836171938361719384
123.4,5.95,83.1,41.55,0.3367098865478119935170178282009724
123.5,5.95,83.3,41.65,0.3372469635627530364372469635627530
123.6,5.95,83.5,41.75,0.3377831715210355987055016181229773
123.7,5.95,83.7,41.85,0.3383185125303152789005658852061439
123.8,5.95,83.9,41.95,0.3388529886914378029079159935379645
123.9,5.95,84.1,42.05,0.3393866020984665052461662631154157
124.0,5.95,84.3,42.15,0.3399193548387096774193548387096774
124.1,5.95,84.5,42.25,0.3404512489927477840451248992747784
124.2,5.95,84.7,42.35,0.3409822866344605475040257648953301
124.3,5.95,84.9,42.45,0.3415124698310539018503620273531778
124.4,5.95,85.1,42.55,0.3420418006430868167202572347266881
124.5,5.95,85.3,42.65,0.3425702811244979919678714859437751
124.6,5.95,85.5,42.75,0.3430979133226324237560192616372392
124.7,5.95,85.7,42.85,0.3436246992782678428227746591820369
124.8,5.95,85.9,42.95,0.3441506410256410256410256410256410
124.9,5.95,86.1,43.05,0.3446757405924739791833466773418735
125.0,5.95,86.3,43.15,0.3452
125.1,5.95,86.5,43.25,0.3457234212629896083133493205435651
125.2,5.95,86.7,43.35,0.3462460063897763578274760383386581
125.3,5.95,86.9,43.45,0.3467677573822825219473264166001596
125.4,5.95,87.1,43.55,0.3472886762360446570972886762360447
125.5,5.95,87.3,43.65,0.3478087649402390438247011952191235
125.6,5.95,87.5,43.75,0.3483280254777070063694267515923567
125.7,5.95,87.7,43.85,0.3488464598249801113762927605409706
125.8,5.95,87.9,43.95,0.3493640699523052464228934817170111
125.9,5.95,88.1,44.05,0.3498808578236695790309769658459095
126.0,5.95,88.3,44.15,0.3503968253968253968253968253968254
126.1,5.95,88.5,44.25,0.3509119746233148295003965107057891
126.2,5.95,88.7,44.35,0.3514263074484944532488114104595880
126.3,5.95,88.9,44.45,0.3519398258115597783056215360253365
126.4,5.95,89.1,44.55,0.3524525316455696202531645569620253
126.5,5.95,89.3,44.65,0.3529644268774703557312252964426877
126.6,5.95,89.5,44.75,0.3534755134281200631911532385466035
126.7,5.95,89.7,44.85,0.3539857932123125493291239147592739
126.8,5.95,89.9,44.95,0.3544952681388012618296529968454259
126.9,5.95,90.1,45.05,0.3550039401103230890464933018124507
127.0,6.00,90.2,45.1,0.3551181102362204724409448818897638
127.1,6.10,90.2,45.1,0.3548387096774193548387096774193548
127.2,6.20,90.2,45.1,0.3545597484276729559748427672955975
127.3,6.30,90.2,45.1,0.3542812254516889238020424194815397
127.4,6.40,90.2,45.1,0.3540031397174254317111459968602826
127.5,6.50,90.2,45.1,0.3537254901960784313725490196078431
127.6,6.60,90.2,45.1,0.3534482758620689655172413793103448
127.7,6.70,90.2,45.1,0.3531714956930305403288958496476116
127.8,6.80,90.2,45.1,0.3528951486697965571205007824726135
127.9,6.90,90.2,45.1,0.3526192337763878029710711493354183
128.0,7.00,90.2,45.1,0.35234375
128.1,7.10,90.2,45.1,0.3520686963309914129586260733801717
128.2,7.20,90.2,45.1,0.3517940717628705148205928237129485
128.3,7.30,90.2,45.1,0.3515198752922837100545596258768511
128.4,7.40,90.2,45.1,0.3512461059190031152647975077881620
128.5,7.50,90.2,45.1,0.3509727626459143968871595330739300
128.6,7.60,90.2,45.1,0.3506998444790046656298600311041991
128.7,7.70,90.2,45.1,0.3504273504273504273504273504273504
128.8,7.80,90.2,45.1,0.3501552795031055900621118012422360
128.9,7.90,90.2,45.1,0.3498836307214895267649340574088441
129.0,8.00,90.2,45.1,0.3496124031007751937984496124031008
129.1,8.10,90.2,45.1,0.3493415956622773044151820294345469
129.2,8.20,90.2,45.1,0.3490712074303405572755417956656347
129.3,8.30,90.2,45.1,0.3488012374323279195668986852281516
129.4,8.40,90.2,45.1,0.3485316846986089644513137557959815
129.5,8.50,90.2,45.1,0.3482625482625482625482625482625483
129.6,8.55,90.2,45.1,0.3479938271604938271604938271604938
129.7,8.55,90.2,45.1,0.3477255204317656129529683885890517
129.8,8.55,90.2,45.1,0.3474576271186440677966101694915254
129.9,8.55,90.2,45.1,0.3471901462663587374903772132409546
130.0,8.55,90.2,45.1,0.3469230769230769230769230769230769
130.1,8.55,90.2,45.1,0.3466564181398923904688700999231360
130.2,8.55,90.2,45.1,0.3463901689708141321044546850998464
130.3,8.55,90.2,45.1,0.3461243284727551803530314658480430
130.4,8.55,90.2,45.1,0.3458588957055214723926380368098160
130.5,8.55,90.2,45.1,0.3455938697318007662835249042145594
130.6,8.55,90.2,45.1,0.3453292496171516079632465543644717
130.7,8.55,90.2,45.1,0.3450650344299923488905891354246366
130.8,8.55,90.2,45.1,0.3448012232415902140672782874617737
130.9,8.55,90.2,45.1,0.3445378151260504201680672268907563
131.0,8.55,90.2,45.1,0.3442748091603053435114503816793893
131.1,8.55,90.2,45.1,0.3440122044241037376048817696414950
131.2,8.55,90.2,45.1,0.34375
131.3,8.55,90.2,45.1,0.3434881949733434881949733434881950
131.4,8.55,90.2,45.1,0.3432267884322678843226788432267884
131.5,8.55,90.2,45.1,0.3429657794676806083650190114068441
131.6,8.55,90.2,45.1,0.3427051671732522796352583586626140
131.7,8.55,90.2,45.1,0.3424449506454062262718299164768413
131.8,8.55,90.2,45.1,0.3421851289833080424886191198786039
131.9,8.55,90.2,45.1,0.3419257012888551933282789992418499
132.0,8.55,90.2,45.1,0.3416666666666666666666666666666667
132.1,8.55,90.2,45.1,0.3414080242240726722180166540499621
132.2,8.55,90.2,45.1,0.3411497730711043872919818456883510
132.3,8.55,90.2,45.1,0.3408919123204837490551776266061980
132.4,8.55,90.2,45.1,0.3406344410876132930513595166163142
132.5,8.55,90.2,45.1,0.3403773584905660377358490566037736
132.6,8.55,90.2,45.1,0.3401206636500754147812971342383107
132.7,8.55,90.2,45.1,0.3398643556895252449133383571966843
132.8,8.55,90.2,45.1,0.3396084337349397590361445783132530
132.9,8.55,90.2,45.1,0.3393528969149736644093303235515425
133.0,8.55,90.2,45.1,0.3390977443609022556390977443609023
133.1,8.55,90.2,45.1,0.3388429752066115702479338842975207
133.2,8.55,90.2,45.1,0.3385885885885885885885885885885886
133.3,8.55,90.2,45.1,0.3383345836459114778694673668417104
133.4,8.55,90.2,45.1,0.3380809595202398800599700149925037
133.5,8.55,90.2,45.1,0.3378277153558052434456928838951311
133.6,8.55,90.2,45.1,0.3375748502994011976047904191616766
133.7,8.55,90.2,45.1,0.3373223635003739715781600598354525
133.8,8.55,90.2,45.1,0.3370702541106128550074738415545590
133.9,8.55,90.2,45.1,0.3368185212845407020164301717699776
134.0,8.55,90.2,45.1,0.3365671641791044776119402985074627
134.1,8.55,90.2,45.1,0.3363161819537658463832960477255779
134.2,8.55,90.2,45.1,0.3360655737704918032786885245901639
134.3,8.55,90.2,45.1,0.3358153387937453462397617274758004
134.4,8.55,90.2,45.1,0.3355654761904761904761904761904762
134.5,8.55,90.2,45.1,0.3353159851301115241635687732342007
134.6,8.55,90.2,45.1,0.3350668647845468053491827637444279
134.7,8.55,90.2,45.1,0.3348181143281365998515219005196733
134.8,8.55,90.2,45.1,0.3345697329376854599406528189910979
134.9,8.55,90.2,45.1,0.3343217197924388435878428465530022
135.0,8.55,90.2,45.1,0.3340740740740740740740740740740741
135.1,8.55,90.2,45.1,0.3338267949666913397483345669874167
135.2,8.55,90.2,45.1,0.3335798816568047337278106508875740
135.3,8.55,90.2,45.1,0.3333333333333333333333333333333333
135.4,8.55,90.2,45.1,0.3330871491875923190546528803545052
135.5,8.55,90.2,45.1,0.3328413284132841328413284132841328
135.6,8.55,90.2,45.1,0.3325958702064896755162241887905605
