time,cumulativeEmpty,cumulativeBatchingIdleReward,batchingIdleTime,batchingIdleFraction
225.9,12.45,149.1,74.55,0.3300132802124833997343957503320053
226.0,12.45,149.3,74.65,0.3303097345132743362831858407079646
226.1,12.50,149.4,74.7,0.3303847854931446262715612560813799
226.2,12.60,149.4,74.7,0.3302387267904509283819628647214854
226.3,12.70,149.4,74.7,0.3300927971718957136544410075121520
226.4,12.80,149.4,74.7,0.3299469964664310954063604240282686
226.5,12.90,149.4,74.7,0.3298013245033112582781456953642384
226.6,13.00,149.4,74.7,0.3296557811120917917034421888790821
226.7,13.10,149.4,74.7,0.3295103661226290251433612704014116
226.8,13.20,149.4,74.7,0.3293650793650793650793650793650794
226.9,13.30,149.4,74.7,0.3292199206698986337593653591890701
227.0,13.40,149.4,74.7,0.3290748898678414096916299559471366
227.1,13.45,149.4,74.7,0.3289299867899603698811096433289300
227.2,13.45,149.4,74.7,0.3287852112676056338028169014084507
227.3,13.45,149.4,74.7,0.3286405631324241091069071711394633
227.4,13.45,149.4,74.7,0.3284960422163588390501319261213720
227.5,13.45,149.4,74.7,0.3283516483516483516483516483516484
227.6,13.45,149.4,74.7,0.3282073813708260105448154657293497
227.7,13.45,149.4,74.7,0.3280632411067193675889328063241107
227.8,13.45,149.4,74.7,0.3279192273924495171202809482001756
227.9,13.45,149.4,74.7,0.3277753400614304519526107942079860
228.0,13.45,149.4,74.7,0.3276315789473684210526315789473684
228.1,13.45,149.4,74.7,0.3274879438842612889083735203857957
228.2,13.45,149.4,74.7,0.3273444347063978965819456617002629
228.3,13.45,149.4,74.7,0.3272010512483574244415243101182654
228.4,13.45,149.4,74.7,0.3270577933450087565674255691768827
228.5,13.45,149.4,74.7,0.3269146608315098468271334792122538
228.6,13.45,149.4,74.7,0.3267716535433070866141732283464567
228.7,13.45,149.4,74.7,0.3266287713161346742457367730651509
228.8,13.45,149.4,74.7,0.3264860139860139860139860139860140
228.9,13.45,149.4,74.7,0.3263433813892529488859764089121887
229.0,13.45,149.4,74.7,0.3262008733624454148471615720524017
229.1,13.45,149.4,74.7,0.3260584897424705368834570056743780
229.2,13.45,149.4,74.7,0.3259162303664921465968586387434555
229.3,13.45,149.4,74.7,0.3257740950719581334496293065852595
229.4,13.45,149.4,74.7,0.3256320836965998256320836965998256
229.5,13.45,149.4,74.7,0.3254901960784313725490196078431373
229.6,13.45,149.4,74.7,0.3253484320557491289198606271777003
229.7,13.45,149.4,74.7,0.3252067914671310404875925119721376
229.8,13.45,149.4,74.7,0.3250652741514360313315926892950392
229.9,13.45,149.4,74.7,0.3249238799478033927794693344932579
230.0,13.45,149.4,74.7,0.3247826086956521739130434782608696
230.1,13.45,149.4,74.7,0.3246414602346805736636245110821382
230.2,13.45,149.4,74.7,0.3245004344048653344917463075586447
230.3,13.45,149.4,74.7,0.3243595310464611376465479808944855
230.4,13.45,149.4,74.7,0.32421875
230.5,13.45,149.4,74.7,0.3240780911062906724511930585683297
230.6,13.45,149.4,74.7,0.3239375542064180398959236773633998
230.7,13.45,149.4,74.7,0.3237971391417425227568270481144343
230.8,13.45,149.4,74.7,0.3236568457538994800693240901213172
230.9,13.45,149.4,74.7,0.3235166738847986141186660892161109
231.0,13.45,149.4,74.7,0.3233766233766233766233766233766234
231.1,13.45,149.4,74.7,0.3232366940718303764604067503245348
231.2,13.45,149.4,74.7,0.3230968858131487889273356401384083
231.3,13.45,149.4,74.7,0.3229571984435797665369649805447471
231.4,13.45,149.4,74.7,0.3228176318063958513396715643906655
231.5,13.45,149.4,74.7,0.3226781857451403887688984881209503
231.6,13.45,149.4,74.7,0.3225388601036269430051813471502591
231.7,13.45,149.4,74.7,0.3223996547259387138541217091066034
231.8,13.45,149.4,74.7,0.3222605694564279551337359792924935
231.9,13.45,149.4,74.7,0.3221216041397153945666235446313066
232.0,13.45,149.4,74.7,0.3219827586206896551724137931034483
232.1,13.45,149.4,74.7,0.3218440327445066781559672554933218
232.2,13.45,149.4,74.7,0.3217054263565891472868217054263566
232.3,13.45,149.4,74.7,0.3215669393026259147653895824365045
232.4,13.45,149.4,74.7,0.3214285714285714285714285714285714
232.5,13.45,149.4,74.7,0.3212903225806451612903225806451613
232.6,13.45,149.4,74.7,0.3211521926053310404127257093723130
232.7,13.45,149.4,74.7,0.3210141813493768801031370863773098
232.8,13.45,149.4,74.7,0.3208762886597938144329896907216495
232.9,13.45,149.4,74.7,0.3207385143838557320738514383855732
233.0,13.45,149.4,74.7,0.3206008583690987124463519313304721
233.1,13.45,149.4,74.7,0.3204633204633204633204633204633205
233.2,13.45,149.4,74.7,0.3203259005145797598627787307032590
233.3,13.45,149.4,74.7,0.3201885983711958851264466352336048
233.4,13.45,149.4,74.7,0.3200514138817480719794344473007712
233.5,13.45,149.4,74.7,0.3199143468950749464668094218415418
233.6,13.45,149.4,74.7,0.3197773972602739726027397260273973
233.7,13.45,149.4,74.7,0.3196405648267008985879332477535302
233.8,13.45,149.4,74.7,0.3195038494439692044482463644140291
233.9,13.45,149.4,74.7,0.3193672509619495510902094912355708
234.0,13.45,149.4,74.7,0.3192307692307692307692307692307692
234.1,13.45,149.4,74.7,0.3190944041008116189662537377189235
234.2,13.45,149.4,74.7,0.3189581554227156276686592655849701
234.3,13.45,149.4,74.7,0.3188220230473751600512163892445583
234.4,13.45,149.4,74.7,0.3186860068259385665529010238907850
234.5,13.45,149.4,74.7,0.3185501066098081023454157782515991
234.6,13.45,149.4,74.7,0.3184143222506393861892583120204604
234.7,13.45,149.4,74.7,0.3182786536003408606731998295696634
234.8,13.45,149.4,74.7,0.3181431005110732538330494037478705
234.9,13.45,149.4,74.7,0.3180076628352490421455938697318008
235.0,13.45,149.4,74.7,0.3178723404255319148936170212765957
235.1,13.45,149.4,74.7,0.3177371331348362398979157805189281
235.2,13.45,149.4,74.7,0.3176020408163265306122448979591837
235.3,13.45,149.4,74.7,0.3174670633234169145771355716107097
235.4,13.45,149.4,74.7,0.3173322005097706032285471537807986
235.5,13.45,149.4,74.7,0.3171974522292993630573248407643312
235.6,13.45,149.4,74.7,0.3170628183361629881154499151103565
235.7,13.45,149.4,74.7,0.3169282986847687738650827322868053
235.8,13.45,149.4,74.7,0.3167938931297709923664122137404580
235.9,13.45,149.4,74.7,0.3166596015260703688003391267486223
236.0,13.45,149.4,74.7,0.3165254237288135593220338983050847
236.1,13.45,149.4,74.7,0.3163913595933926302414231257941550
236.2,13.45,149.4,74.7,0.3162574089754445385266723116003387
236.3,13.45,149.4,74.7,0.3161235717308506136267456622936945
236.4,13.45,149.4,74.7,0.3159898477157360406091370558375635
236.5,13.45,149.4,74.7,0.3158562367864693446088794926004228
236.6,13.45,149.4,74.7,0.3157227387996618765849535080304311
236.7,13.45,149.4,74.7,0.3155893536121673003802281368821293
236.8,13.45,149.4,74.7,0.3154560810810810810810810810810811
236.9,13.45,149.4,74.7,0.3153229210637399746728577458843394
237.0,13.45,149.4,74.7,0.3151898734177215189873417721518987
237.1,13.45,149.4,74.7,0.3150569380008435259384226064951497
237.2,13.45,149.4,74.7,0.3149241146711635750421585160202361
237.3,13.45,149.4,74.7,0.3147914032869785082174462705436157
237.4,13.45,149.4,74.7,0.3146588037068239258635214827295703
237.5,13.45,149.4,74.7,0.3145263157894736842105263157894737
237.6,13.45,149.4,74.7,0.3143939393939393939393939393939394
237.7,13.45,149.4,74.7,0.3142616743794699200673117374842238
237.8,13.45,149.4,74.7,0.3141295206055508830950378469301934
237.9,13.45,149.4,74.7,0.3139974779319041614123581336696091
238.0,13.45,149.4,74.7,0.3138655462184873949579831932773109
238.1,13.45,149.4,74.7,0.3137337253254934901301973960520790
238.2,13.45,149.4,74.7,0.3136020151133501259445843828715365
238.3,13.45,149.4,74.7,0.3134704154427192614351657574485942
238.4,13.45,149.4,74.7,0.3133389261744966442953020134228188
238.5,13.45,149.4,74.7,0.3132075471698113207547169811320755
238.6,13.45,149.4,74.7,0.3130762782900251466890192791282481
238.7,13.45,149.4,74.7,0.3129451193967322999581064097193129
238.8,13.45,149.4,74.7,0.3128140703517587939698492462311558
238.9,13.45,149.4,74.7,0.3126831310171619924654667224780243
239.0,13.45,149.4,74.7,0.3125523012552301255230125523012552
239.1,13.45,149.4,74.7,0.3124215809284818067754077791718946
239.2,13.45,149.4,74.7,0.3122909698996655518394648829431438
239.3,13.50,149.4,74.7,0.3121604680317592979523610530714584
239.4,13.60,149.4,74.7,0.3120300751879699248120300751879699
239.5,13.70,149.4,74.7,0.3118997912317327766179540709812109
239.6,13.80,149.4,74.7,0.3117696160267111853088480801335559
239.7,13.85,149.4,74.7,0.3116395494367959949937421777221527
239.8,13.85,149.4,74.7,0.3115095913261050875729774812343620
239.9,13.85,149.4,74.7,0.3113797415589829095456440183409754
240.0,13.85,149.4,74.7,0.31125
240.1,13.85,149.4,74.7,0.3111203665139525197834235735110371
240.2,13.85,149.4,74.7,0.3109908409658617818484596169858451
240.3,13.85,149.4,74.7,0.3108614232209737827715355805243446
240.4,13.85,149.4,74.7,0.3107321131447587354409317803660566
240.5,13.85,149.4,74.7,0.3106029106029106029106029106029106
240.6,13.85,149.4,74.7,0.3104738154613466334164588528678304
240.7,13.85,149.4,74.7,0.3103448275862068965517241379310345
240.8,13.85,149.4,74.7,0.3102159468438538205980066445182724
240.9,13.85,149.4,74.7,0.3100871731008717310087173100871731
241.0,13.85,149.4,74.7,0.3099585062240663900414937759336100
241.1,13.85,149.4,74.7,0.3098299460804645375362919950228121
241.2,13.85,149.4,74.7,0.3097014925373134328358208955223881
241.3,13.85,149.4,74.7,0.3095731454620803978450062163282221
241.4,13.85,149.4,74.7,0.3094449047224523612261806130903065
241.5,13.85,149.4,74.7,0.3093167701863354037267080745341615
241.6,13.85,149.4,74.7,0.3091887417218543046357615894039735
241.7,13.85,149.4,74.7,0.3090608191973520893669838642945801
241.8,13.85,149.4,74.7,0.3089330024813895781637717121588089
241.9,13.85,149.4,74.7,0.3088052914427449359239355105415461
242.0,13.85,149.4,74.7,0.3086776859504132231404958677685950
242.1,13.85,149.4,74.7,0.3085501858736059479553903345724907
242.2,13.85,149.4,74.7,0.3084227910817506193228736581337737
242.3,13.85,149.4,74.7,0.3082955014444903012794056954189022
242.4,13.85,149.4,74.7,0.3081683168316831683168316831683168
242.5,13.85,149.4,74.7,0.3080412371134020618556701030927835
242.6,13.85,149.4,74.7,0.3079142621599340478153338829348722
242.7,13.85,149.4,74.7,0.3077873918417799752781211372064277
242.8,13.85,149.4,74.7,0.3076606260296540362438220757825371
242.9,13.85,149.4,74.7,0.3075339645944833264717990942774804
243.0,13.85,149.4,74.7,0.3074074074074074074074074074074074
243.1,13.85,149.4,74.7,0.3072809543397778691896338955162485
243.2,13.85,149.4,74.7,0.3071546052631578947368421052631579
243.3,13.85,149.4,74.7,0.3070283600493218249075215782983970
243.4,13.85,149.4,74.7,0.3069022185702547247329498767460970
243.5,13.85,149.4,74.7,0.3067761806981519507186858316221766
243.6,13.85,149.4,74.7,0.3066502463054187192118226600985222
243.7,13.85,149.4,74.7,0.3065244152646696758309396799343455
243.8,13.85,149.4,74.7,0.3063986874487284659557013945857260
243.9,13.85,149.4,74.7,0.3062730627306273062730627306273063
244.0,13.85,149.4,74.7,0.3061475409836065573770491803278689
244.1,13.85,149.4,74.7,0.3060221220811142974190905366653011
244.2,13.85,149.4,74.7,0.3058968058968058968058968058968059
244.3,13.85,149.4,74.7,0.3057715923045435939418747441670078
244.4,13.85,149.4,74.7,0.3056464811783960720130932896890344
244.5,13.85,149.4,74.7,0.3055214723926380368098159509202454
244.6,13.85,149.4,74.7,0.3053965658217497955846279640228945
244.7,13.85,149.4,74.7,0.3052717613404168369431957498978341
244.8,13.85,149.4,74.7,0.3051470588235294117647058823529412
244.9,13.85,149.4,74.7,0.3050224581461821151490404246631278
245.0,13.85,149.4,74.7,0.3048979591836734693877551020408163
245.1,13.85,149.4,74.7,0.3047735618115055079559363525091799
245.2,13.85,149.4,74.7,0.3046492659053833605220228384991843
245.3,13.85,149.4,74.7,0.3045250713412148389726865063187933
245.4,13.85,149.4,74.7,0.3044009779951100244498777506112469
245.5,13.85,149.4,74.7,0.3042769857433808553971486761710794
245.6,13.85,149.4,74.7,0.3041530944625407166123778501628664
245.7,13.85,149.4,74.7,0.3040293040293040293040293040293040
245.8,13.85,149.4,74.7,0.3039056143205858421480878763222132
245.9,13.85,149.4,74.7,0.3037820252135014233428222854819032
246.0,13.85,149.4,74.7,0.3036585365853658536585365853658537
246.1,13.85,149.4,74.7,0.3035351483136936204794798862251117
246.2,13.85,149.4,74.7,0.3034118602761982128350934199837530
246.3,13.85,149.4,74.7,0.3032886723507917174177831912302071
246.4,13.85,149.4,74.7,0.3031655844155844155844155844155844
246.5,13.85,149.4,74.7,0.3030425963488843813387423935091278
246.6,13.85,149.4,74.7,0.3029197080291970802919708029197080
246.7,13.85,149.4,74.7,0.3027969193352249695987028779894609
246.8,13.85,149.4,74.7,0.3026742301458670988654781199351702
246.9,13.85,149.4,74.7,0.3025516403402187120291616038882139
247.0,13.85,149.4,74.7,0.3024291497975708502024291497975709
247.1,13.85,149.4,74.7,0.3023067583974099554836098745447187
247.2,13.85,149.4,74.7,0.3021844660194174757281553398058252
247.3,13.85,149.4,74.7,0.3020622725434694702790133441164577
247.4,13.85,149.4,74.7,0.3019401778496362166531932093775263
247.5,13.85,149.4,74.7,0.3018181818181818181818181818181818
247.6,13.85,149.4,74.7,0.3016962843295638126009693053311793
247.7,13.85,149.4,74.7,0.3015744852644327815906338312474768
247.8,13.85,149.4,74.7,0.3014527845036319612590799031476998
247.9,13.85,149.4,74.7,0.3013311819281968535699878983461073
248.0,13.85,149.4,74.7,0.3012096774193548387096774193548387
248.1,13.85,149.4,74.7,0.3010882708585247883917775090689238
248.2,13.85,149.4,74.7,0.3009669621273166800966962127316680
248.3,13.85,149.4,74.7,0.3008457511075312122432541280708820
248.4,13.85,149.4,74.7,0.3007246376811594202898550724637681
248.5,13.85,149.4,74.7,0.3006036217303822937625754527162978
248.6,13.85,149.4,74.7,0.3004827031375703942075623491552695
248.7,13.85,149.4,74.7,0.3003618817852834740651387213510253
248.8,13.85,149.4,74.7,0.3002411575562700964630225080385852
248.9,13.85,149.4,74.7,0.3001205303334672559260747288067497
249.0,13.85,149.4,74.7,0.3
249.1,13.85,149.4,74.7,0.2998795664391810517864311521477318
249.2,13.85,149.4,74.7,0.2997592295345104333868378812199037
249.3,13.85,149.4,74.7,0.2996389891696750902527075812274368
249.4,13.85,149.4,74.7,0.2995188452285485164394546912590217
249.5,13.85,149.4,74.7,0.2993987975951903807615230460921844
249.6,13.85,149.4,74.7,0.2992788461538461538461538461538462
249.7,13.85,149.4,74.7,0.2991589907889467360832999599519423
249.8,13.85,149.4,74.7,0.2990392313851080864691753402722178
249.9,13.85,149.4,74.7,0.2989195678271308523409363745498199
250.0,13.85,149.4,74.7,0.2988
